Artist,Title,Album,Date,Lyric,Top Genre
Ed Sheeran,Runaway,× (Multiply),2014-06-20,i've known it for a long time daddy wakes up to a drink at nine disappearing all night i don't wanna know where he's been lying i know what i wanna do wanna runaway runaway with you gonna grab clothes six in the morning go  pre how long you leaving well dad just don't expect me back this evening oh it could take a bit of time to heal this it's been a long day thumb on side of the roadway but   i love him from my skin to my bones but i don't wanna live in his home there's nothing to say 'cause he knows i'll just runaway and be on my own   i've never seen my dad cry cold as stone in the kitchen light i'll tell you it's about time but i was raised to keep quiet this is what i'm gonna do gonna runaway gonna make that move gonna grab clothes and when it's morning go  pre how long you leaving well dad just don't expect me back this evening oh it could take a bit of time to heal this it's been a long day thumb on side of the roadway but   i love him from my skin to my bones but i don't wanna live in his home there's nothing to say 'cause he knows i'll just runaway and be on my own   backpack and a flat cap turned to the back as i packed my clothes up my dad wasn't down with that plan to attack intends to show love i dont wanna live this way gonna take my things and go if things change in a matter of days i could be persuaded to hold on mama was the same none of us are saints i guess that god knows that i don't wanna runaway and one of these days i might just show that put my home in a suitcase tie both shoe laces and hope that things change but for now i'll leave town with a backpack on my shoulder   i love him from my skin to my bones but i don't wanna live in his home theres nothing to say 'cause he knows i'll just runaway and be on my own,pop
Ed Sheeran,Even My Dad Does Sometimes,× (Multiply),2014-06-20,it's alright to cry even my dad does sometimes so don't wipe your eyes tears remind you you're alive it's alright to die 'cause death's the only thing you haven't tried but just for tonight hold on    so live life like you're giving up 'cause you act like you are go ahead and just live it up go on and tear me apart   it's alright to shake even my hand does sometimes so inside we'll rage against the dying of the light it's alright to say that death's the only thing you haven't tried but just for today hold on    so live life like youre giving up 'cause you act like you are go ahead and just live it up go on and tear me apart and hold on so live life like you're giving up 'cause you act like you are go ahead and just live it up go on and tear me apart and hold on,pop
Ed Sheeran,Make It Rain,× (Multiply),2014-12-02,when the sins of my father weigh down in my soul and the pain of my mother will not let me go well i know there can come fire from the sky to refine the purest of kings and even though i know this fire brings me pain even so and just the same   make it rain make it rain down lord make it rain oh make it rain make it rain make it rain down lord make it rain make it rain   well a seed needs the water 'fore it grows out of the ground but it just keeps on getting hard hunger more profound well i know they can't count tears from the eye but they may as well all be in vain and even though i know these tears come with pain even so and just the same   make it rain make it rain down lord make it rain oh make it rain make it rain make it rain down lord just make it rain make it rain   well the seas are full of water stops by the shore it's like the riches of grandeur oh no never reach the poor and let the clouds fill with thunderous applause and let lightning be the veins but fill the sky with all that they can draw when it's time to make a change   extended make it rain make it rain down lord make it rain make it rain make it rain make it rain down lord make it rain oh make it rain make it rain make it rain make it rain oh make it rain make it rain make it rain down lord make it rain oh make it rain make it rain make it rain make it rain make it rain make it rain make it rain make it rain oh make it rain,pop
Ed Sheeran,Shirtsleeves,× (Multiply),2014-06-20,i can taste salt water and if i blink again youll be sinking in so we'll learn to swim in the oceans you made i'll hold ya and you think of him and pretty soon youll be floating away  pre and ill hold on to the words you spoke of anchored down in my throat love and im captain of the sinking boat now with just one armband to carry me home   when salted tears wont dry ill wipe my shirtsleeves under your eyes these hearts will be flooded tonight ill wipe my shirtsleeves under your eyes your eyes your eyes your eyes   i still taste salt water on my lips from your kiss of bitterness and i'll drown within the oceans you made and i hate to love you these cuffs are covered in your makeup ill never trust you again you can just be a friend  pre and ill hold on to the words you spoke of anchored down in my throat love and im captain of the sinking boat now with just one armband to carry me home   when salted tears wont dry ill wipe my shirtsleeves under your eyes these hearts will be flooded tonight ill wipe my shirtsleeves under your eyes   your eyes your lips your mouth your thighs your back you drive me wild tonight the fact is i im on my way home on the way home i lied i tried to cry but im im drowning in the oceans you made   when salted tears wont dry ill wipe my shirtsleeves under your eyes these hearts will be flooded tonight ill wipe my shirtsleeves under your eyes your eyes your eyes your eyes,pop
Ed Sheeran,Touch and Go,× (Multiply),2015-11-13,oh oh oh oh oh oh oh oh oh oh oh oh   waking up midnight november and you're still in my bed it's kinda rough cause since i met ya there's things we've never said  pre so if i go for a little while longer when i'm home we can talk about the pitfalls of the road if you say go i would stop everything oh my heart would play the role now and act like it's never been broke   though my soul oh oh oh lately i really need to know how long how long can we be touch and go oh my soul oh oh oh how long how long can we be touch and go   it's not enough to say i want ya cause i'll say anything i'm holding out to feel without a doubt i had have just been questioning it  pre if i go for a little while longer when i'm home we can talk about the pitfalls of the road if you say go i would stop everything oh my heart would play the role now and act like it's never been broke   though my soul oh oh oh lately i really need to know how long how long can we be touch and go oh my soul oh oh oh how long how long can we be   all of my bones they scream i'm right if you're taking me home to stay the night darling my soul would heal   if you say go i would stop everything oh my heart would play the wrong and act like it's never been broke though my soul lately i really need to know how long how long can we be touch and go oh my soul how long how long how long can we be touch and go how long how long can we be touch and go how long how long can we be touch and go,pop
Ed Sheeran,New York,× (Multiply),2014-06-23,ooh ooh whoa oh oh oh now now   five drinks in on friday night we only came to dry your eyes and get you out of your room now this bar has closed it's doors i found my hand is holding yours do you wanna go home so soon or maybe we should take a ride through the night and sing along to every song that's on the radio in the back of a taxi cab in brooklyn oh no no the sun could rise burning all the street lamps out at am so dj play it again   until the night turns into morning you'll be in my arms we'll just keep driving along the boulevard and if i kissed you darling please don't be alarmed it's just the start of everything if you want a new love in new york   yesterday gave me a call stressing out about it all said the world is moving too fast and you don't know where to begin cause you've spent a lifetime fitting in only to wind up on the other side by yourself and every day screaming out to all the people that you used to know from a window that looks upon manhattan skyline it's just the way that life goes and you hear it in every song you know so dj play it again   until the night turns into morning you'll be in my arms we'll just keep driving along the boulevard and if i kissed you darling please don't be alarmed it's just the start of everything if you want a new life in new york   and every song that plays is just like the day you had and it's okay to cry but i'm saying maybe that's a waste of water you know i'm here for you in the back of the taxi cab tonight in new york   it's just reached the morning and you're still in my arms and we've stopped driving down the boulevard and i just kissed you darling i hope you weren't alarmed it's just the start of everything that you want a new love in new york,pop
Ed Sheeran,English Rose,× (Multiply),2015-11-13,across the sea by the tennessee skyline they told me i'd find my hopes and my dreams but i long to be in the bed of my true love back where i came from she's waiting for me   so i'll make my way through long winding country roads but my heart still beats for my home and my english rose    i told my dad on the phone it's amazing from the straight to the craziest places i've seen but i long to be in the arms of my true love like he loves my mother he understands me   i spend my days just traveling and playing shows but my heart still beats for my home and my english rose   i met a man in the bar down in memphis he told me he went there to follow his dreams he told me son you know i lost my true love for the same exact reason that you crossed the sea   and i found truth in people i barely know but my heart still beats for my home and my english rose   oh my heart still beats for my home and my english rose oh my heart still beats for my home and my english rose,pop
Ed Sheeran,Kiss Me,+ (Plus),2011-09-09,adlibs one two three four   settle down with me cover me up cuddle me in lie down with me and hold me in your arms  pre and your heart's against my chest your lips pressed to my neck i'm falling for your eyes but they don't know me yet and with a feeling i'll forget i'm in love now   kiss me like you wanna be loved you wanna be loved you wanna be loved this feels like falling in love we're falling in love we're falling in love   settle down with me and i'll be your safety you'll be my lady i was made to keep your body warm but i'm cold as the wind blows so hold me in your arms oh no  pre my hearts against your chest your lips pressed to my neck i'm falling for your eyes but they don't know me yet and with a feeling i'll forget i'm in love now   kiss me like you wanna be loved you wanna be loved you wanna be loved this feels like falling in love we're falling in love we're falling in love      yeah i've been feeling everything from hate to love from love to lust from lust to truth i guess that's how i know you so i hold you close to help you give it up   so kiss me like you wanna be loved you wanna be loved you wanna be loved this feels like falling in love we're falling in love we're falling in love kiss me like you wanna be loved you wanna be loved you wanna be loved this feels like falling in love we're falling in love falling in love,pop
Ed Sheeran,"You Need Me, I Don’t Need You",+ (Plus),2011-08-26,i don't want bruise your ears or hurt you again but i got backstabbed by a black cab when i needed a friend   now i'm in town break it down thinking of making a new sound playing a different show every night in front of a new crowd thats you now ciao seems that life is great now see me lose focus as i sing to you loud i can't no i won't hush i'll say the words that make you blush i'm gonna sing this now oh oh see im true my songs are where my heart is i'm like glue i stick to other artists i'm not you now that would be disastrous let me sing and do my thing and move to greener pastures see i'm real i do it all it's all me i'm not fake don't ever call me lazy i won't stay put give me the chance to be free suffolk sadly seems to sort of suffocate me   'cause you need me man i don't need you you need me man i don't need you you need me man i don't need you at all you need me man i don't need you you need me man i don't need you you need me man i don't need you you need me man i don't need you at all you need me   i sing and write my own tune and i write my own hell don't need another wordsmith to make my tunes sell call yourself a singerwriter you're just bluffing name's on the credits and you didn't write nothing i sing fast i know that all my shit's cool i will blast and i didn't go to brit school i came fast with the way i act right i can't last if i'm smoking on a crack pipe and i won't be a product of my genre my mind will always be stronger than my songs are never believe the bullshit that fake guys feed to ya always read the stories that you hear in wikipedia and musically i'm demonstrating when i perform live feels like i am meditating times at the enterprise when some fella filmed me a young singerwriter like a gabriella cilmi   'cause you need me man i dont need you you need me man i don't need you you need me man i don't need you at all you need me man i don't need you you need me man i don't need you you need me man i don't need you you need me man i don't need you at all you need me   'cause with the lyrics i'll be aiming it right i won't stop until my name's in lights with stadium heights with damien rice on red carpets now i'm on arabian nights because i'm young i know my brothers gonna give me advice long nighter short height and i gone hyper never be anything but a singersongwriter yeah the game's over but now i'm on a new level watch how i step on the track without a loop pedal people think that i'm bound to blow up i've done around about a thousand shows but i haven't got a house plus i live on a couch so you believe the lyrics when i'm singing them out wow from day one i've been prepared with v05 wax for my ginger hair so now i'm back to the sofa giving a dose of what the future holds 'cause it's another day plus i'll keep my last name forever keep this genre pretty basic gonna be breaking into other people's tunes when i chase it and replace it with the elephant in the room with a facelift slipping into another rapper shoes using new laces i'm selling cds from my rucksack aiming for the papers selling cds from my rucksack aiming for the majors nationwide tour with just jack still had to get the bus back clean cut kid without a razor for the moustache i hit back when the pen hurts me i'm still a choir boy in a fenchurch tee i'm still the same as a year ago but more people hear me though according to the myspace and youtube videos i'm always doing shows if i'm not i'm in the studio truly broke never growing up call me rufio melody music maker reading all the papers they say i'm up and coming like i'm fucking in an elevator   'cause you need me man i don't need you you need me man i don't need you you need me man i don't need you at all you need me man i don't need you you need me man i don't need you you need me man i don't need you you need me man i don't need you at all you need me man i don't need you,pop
Ed Sheeran,U.N.I.,+ (Plus),2011-09-09,i found your hairband on my bedroom floor the only evidence that you've been here before and i don't get waves of missing you anymore they're more like tsunami tides in my eyes never getting dry so i get high smoke away the days never sleep with the light on weeks pass in the blink of an eye and i'm still drunk at the end of the night i don't drink like everybody else i do it to forget things about myself stumble and fall with head spin i've got my mind's with you but my heart's just not  pre so am i close to you anymore if it's over and there's no chance that we'll work it out   that's why you and i ended over uni and i said that's fine but you're the only one that knows i lied you and i ended over uni and i said that's fine but you're the only one that knows i lied   everybody said we'd be together forever but i know that i never wanna settle down come around break up the love like lego now never wanna turn into another like you sleep with my thoughts dance with my views everythings great not everythings sure but you live in your halls and i live in a tour bus now i'm in position to be another stalker like every thing i say seems to always sound awkward like our last kiss it was perfect we were nervous on the surface and i'm always saying everyday that it was worth it pain is only relevant if it still hurts i forget like an elephant or we can use a sedative and go back to the day we fell in love just on our first kiss  pre so am i close to you anymore if it's over and there's no chance that we'll work it out   oh you and i ended over uni and i said that's fine but you're the only one that knows i lied you and i ended over uni and i said that's fine but you're the only one that knows i lied   because if i was gonna go somewhere i'd be there by now and maybe i can let myself down wooahh and thinking i am unaware i keep my feet on the ground keep looking around to make sure i'm not the only one to feel low because if you want i'll take you in my arms and keep you sheltered from all that i've done wrong and i'll know you'll say that i'm the only one but i know god made another one of me to love you better than i ever will   'cause you and i ended over uni and i said that's fine but you're the only one that knows i lied you and i ended over uni and i said that's fine but you're the only one that knows i lied,pop
Ed Sheeran,Small Bump,+ (Plus),2012-05-25,you're just a small bump unborn in four months you're brought to life you might be left with my hair but you'll have your mother's eyes i'll hold your body in my hands be as gentle as i can but for now you're a scan of my unmade plans a small bump in four months you're brought to life  pre i'll whisper quietly i'll give you nothing but truth if you're not inside me i'll put my future in you   you are my one and only and you can wrap your fingers 'round my thumb and hold me tight oh you are my one and only you can wrap your fingers 'round my thumb and hold me tight and you'll be all right   you're just a small bump unknown you'll grow into your skin with a smile like hers and a dimple beneath your chin finger nails the size of a half grain of rice and eyelids closed to be soon opened wide a small bump in four months you'll open your eyes  pre and i'll hold you tightly i'll tell you nothing but truth if you're not inside me i'll put my future in you   you are my one and only and you can wrap your fingers round my thumb and hold me tight oh you are my one and only you can wrap your fingers round my thumb and hold me tight and you'll be all right   you can lie with me with your tiny feet when you're half asleep i'll leave you be right in front of me for a couple weeks so i can keep you safe   'cause you are my one and only you can wrap your fingers round my thumb and hold me tight you are my one and only you can wrap your fingers round my thumb and hold me tight and you'll be all right   you were just a small bump unborn just four months then torn from life maybe you were needed up there but we're still unaware as why,pop
Ed Sheeran,Wake Me Up,+ (Plus),2011-09-09,i should ink my skin with your name and take my passport out again and just replace it see i could do without a tan on my left hand where my fourth finger meets my knuckle and i should run you a hot bath fill it up with bubbles 'cause maybe you're loveable maybe you're my snowflake and your eyes turn from green to gray and in the winter i'll hold you in a cold place and you should never cut your hair 'cause i love the way you flick it off your shoulder  hook and you will never know just how beautiful you are to me but maybe i'm just in love when you wake me up   and would you ever feel guilty if you did the same to me could you make me a cup of tea to open my eyes in the right way and i know you love shrek 'cause we've watched it  times and maybe you're hoping for a fairytale too and if your dvd breaks today you should've got a vcr because i've never owned a bluray true say i know i've always been shit at computer games and your brother always beats me and if i lost i go across and chuck all the controllers at the tv and then you laugh at me and be asking me if i'm gonna be home next week and then you lie with me 'til i fall asleep and flutter eye lash on my cheek between the sheets  hook and you will never know just how beautiful you are to me but maybe i'm just in love when you wake me up   and i think you hate the smell of smoke you always try and get me to stop but you drink as much as me and i get drunk a lot so ill take you to the beach and walk along the sand and i'll make you a heart pendant with a pebble held in my hand and i'll carve it like this necklace so the heart falls where your chest is now a piece of me is a piece of the beach and it falls just where it needs to be and rests peacefully so you just need to breathe to feel my heart against yours now against yours now cos maybe i'm just in love when you wake me up or maybe i'm just in love when you wake me up maybe i fell in love when you woke me up,pop
Ed Sheeran,Drunk,+ (Plus),2011-09-09,i wanna be drunk when i wake up on the right side of the wrong bed and never an excuse i made up tell you the truth i hate what didn't kill me it never made me stronger at all love will scar your makeup lip sticks to me so now i'll maybe lean back there i'm sat here wishing i was sober i know i'll never hold you like i used to  pre  but our house gets cold when you cut the heating without you to hold i'll be freezing can't rely on my heart to beat it cause you take part of it every evening take words out of my mouth just from breathing replace with phrases like 'when you leaving me' should i should i   maybe i'll get drunk again i'll be drunk again i'll be drunk again to feel a little love   i wanna hold your heart in both hands not watch you fizzle at the bottom of a coke can and i've got no plans for the weekend so should we speak then keep it between friends though i know you'll never love me like you used to there may be other people like us will see the flicker of the clipper when they light up flames just create us burns don't heal like before you don't hold me anymore  pre  on cold days cold plays out like the band's name i know i can't heal things with a handshake you know i can't change as i began saying you cut me wide open like a landscape open bottles of beer but never champagne to applaud you with the sound that my hands make should i should i   maybe i'll get drunk again i'll be drunk again i'll be drunk again to feel a little love   all by myself i'm here again all by myself you know i'll never change all by myself all by myself   i'm just drunk again i'll be drunk again i'll be drunk again to feel a little love,pop
Ed Sheeran,The Parting Glass,+ (Plus),2011-09-09,of all the money that e'er i had i spent it in good company and all the harm that e'er i've done alas it was to none but me and all i've done for want of wit to memory now i can't recall so fill to me the parting glass good night and joy be with you all   of all the comrades that e'er i had they are sorry for my going away and all the sweethearts that e'er i had they would wish me one more day to stay but since it falls unto my lot that i should rise and you should not i'll gently rise and i'll softly call good night and joy be with you all   a man may drink and not be drunk a man may fight and not be slain a man may court a pretty girl and perhaps be welcomed back again but since it has so ought to be by a time to rise and a time to fall come fill to me the parting glass good night and joy be with you all good night and joy be with you all,pop
Ed Sheeran,Autumn Leaves,+ (Plus),2011-09-09,another day another life passes by just like mine it's not complicated another mind another soul another body to grow old it's not complicated  hook  do you ever wonder if the stars shine out for you float down like autumn leaves hush now close your eyes before the sleep and you're miles away and yesterday you were here with me   another tear another cry another place for us to die it's not complicated another life that's gone to waste another light lost from your face it's complicated  hook  is it that it's over or do birds still sing for you float down like autumn leaves hush now close your eyes before the sleep and you're miles away and yesterday you were here with me   ooh how i miss you my symphony played the song that carried you out ooh how i miss you i miss you and i wish you'd stay  hook  do you ever wonder if the stars shine out for you float down like autumn leaves hush now close your eyes before the sleep and you're miles away and yesterday you were here with me  hook  do you ever wonder if the stars shine out for you float down like autumn leaves hush now close your eyes before the sleep and you're miles away and yesterday you were here with me   touch down like a seven four seven we'll stay out and we'll live forever now,pop
Ed Sheeran,Grade 8,+ (Plus),2011-09-09,my mind is a warrior my heart is a foreigner my eyes are the color of red like a sunset i'll never keep it bottled up and left to the hands of the coroner be a true heart not a follower we're not done yet now  pre i see it in your movements tonight if we should ever do this right i'm never gonna let you down oh i'll never let you down now keep it on the down low and i'll keep you around so i'll know that i'll never let you down i'll never let you down   you're strumming on my heart strings like you were a grade 8 but i've never felt this way i'll pick your feet up off of the ground and never ever let you down you're strumming on my heart strings like you were a grade 8 but i've never felt this way i'll pick your feet up off of the ground and never ever let you down down   my eyes are a river filler this drink is a liver killer my chest is a pillow for your weary head to lay to rest against your body is my ballpoint pen and your mind is my new best friend your eyes are my mirror to take me to the edge again  pre i see it in your movements tonight if we should ever do this right i'm never gonna let you down oh i'll never let you down now keep it on the down low and i'll keep you around so i'll know that i'll never let you down i'll never let you down   you're strumming on my heart strings like you were a grade 8 but i've never felt this way i'll pick your feet up off of the ground and never ever let you down you're strumming on my heart strings like you were a grade 8 but i've never felt this way i'll pick your feet up off of the ground and never ever let you down   hold my heart to stop me bleeding now now now and i'll never let you down hold my heart to stop me bleeding now now now and i'll never let you down hold my heart to stop me bleeding now now now and i'll never let you down hold my heart to stop me bleeding now now now and i'll never let you down   you're strumming on my heart strings like you were a grade 8 but i've never felt this way i'll pick your feet up off of the ground and never ever let you down you're strumming on my heart strings like you were a grade 8 but i've never felt this way i'll pick your feet up off of the ground and never ever let you down,pop
Ed Sheeran,Sunburn,+ (Plus),2011-09-09,youre not her though i try to see you differently i tow the line you see im searching for what used to be mine and i saw your eyes and i saw alice staring back at me so i will try to find another one who suited me as well as her  prehook i've moved far away from you and i want to see you here beside me dear but things arent clear  hook when we never even tried we never even talked we never even thought in the long run whenever it was painful whenever i was away id miss you and i miss you   she was mine i was hers and all thats in between if she would cry i would shelter her and keep her from the darkness that will be  prehook i've moved far away from you and i want to see you here beside me dear but things arent clear  hook we never even tried we never even talked we never even thought in the long run whenever it was painful whenever i was away id miss you and i miss you   dont drop me in its not my turn if you cut deep then i might learn that you scarred and left me like a sunburn dont drop me in its not my turn and if you cut deep then i might learn that you scar and leave me like a sunburn  hook we never even tried we never even talked we never even thought in the long run whenever it was painful whenever i was away id miss you and i miss you and i miss you and i miss you and i miss you,pop
Ed Sheeran,This,+ (Plus),2011-09-09,this is the start of something beautiful this is the start of something new you are the one who'd make me lose it all you are the start of something new ooh  hook  and i'll throw it all away watch you fall into my arms again and i'll throw it all away watch you fall now    you are the earth that i will stand upon you are the words that i will sing  hook  and i've thrown it all away and watched you fall into his arms again and i've thrown it all away and watched you fall now    and take me back take me home watch me fall down to earth take me back for   this is start of something beautiful you are the start of something new,pop
Ed Sheeran,The City,+ (Plus),2009-11-02,this city never sleeps i hear the people walk by when it's late sirens bleed through my windowsill i can't close my eyes don't control what i'm into this tower is alive the lights that blind keep me awake hood up and lace untied sleep fills my mind can't control what i'm into  pre london calls me a stranger a traveller this is now my home my home woo   i'm burning on the back street stuck here sitting in the backseat i'm blazing on the street what i do isn't up to you and if the city never sleeps then that makes two   the pavement is my friend it will take me where i need to go i find it trips me up and puts me down this is not what i'm used to the shop across the road fulfills my needs and gives me company when i need it voices speak through my walls i don't think i'm gonna make it past tomorrow  pre london calls me a stranger a traveller this is now my home my home woo   i'm burning on the back street stuck here sitting in the backseat i'm blazing on the street what i do isn't up to you and if the city never sleeps then that makes two   and my lungs hurt and my ears bled with the sound of the city life echoed in my head do i need this to keep me alive the traffic stops and starts but i need to move along  pre london calls me a stranger this is not my home home   i'm burning on the back street stuck here sitting in the backseat i'm blazing on the street what i do isn't up to you and if the city never sleeps then that makes two,pop
Ed Sheeran,Gold Rush,+ (Plus),2011-09-09,smoke alarm went off at nine i woke up wiped the sleep out of my eye she left a note i'll be back in 5 well i'm still waitin' for that moment to arrive hey  pre i was told to put my job in front of you but it won't hold me like you do   but i do it for the love waitin' on the gold rush keep it on the edge smokin' on a roll up when i see my friends all they say is hold up ed remember the time when we were in school listenin' to grownups didn't learn a thing but then again you know what you know how to sing but you don't know anything other than that so maybe you should learn to love her like like the way maybe you should learn to love her like like the way maybe you should learn to love her like like the way and maybe you should learn to love her like like the way you wanna be loved   i never told her that i liked the way she dances slightly out of time and pretends she knows the words to a song she's never heard but i tell her all the time hey  pre i was told to put my job in front of you but it won't hold me like you do   but i do it for the love waitin' on the gold rush keep it on the edge smokin' on a roll up when i see my friends all they say is hold up ed remember the time when we were in school listenin' to grownups didn't learn a thing but then again you know what you know how to sing but you don't know anything other than that so maybe you should learn to love her like like the way maybe you should learn to love her like like the way maybe you should learn to love her like like the way and maybe you should learn to love her like like the way you wanna be loved    repeated but i do it for the love waitin' on the gold rush keep it on the edge smokin' on a roll up when i see my friends all they say is hold up ed remember the time when we were in school listenin' to grownups didn't learn a thing but then again you know what you know how to sing but you don't know anything other than that so maybe you should learn to love her like like the way maybe you should learn to love her like like the way maybe you should learn to love her like like the way and maybe you should learn to love her like like the way you wanna be loved,pop
Eminem,Rap God,The Marshall Mathers LP2 (Deluxe),2013-10-15,look i was gonna go easy on you not to hurt your feelings but i'm only going to get this one chance six minutes six minutes something's wrong i can feel it six minutes slim shady you're on just a feeling i've got like something's about to happen but i don't know what  if that means what i think it means we're in trouble big trouble  and if he is as bananas as you say i'm not taking any chances you are just what the doc ordered   i'm beginnin' to feel like a rap god rap god all my people from the front to the back nod back nod now who thinks their arms are long enough to slap box slap box they said i rap like a robot so call me rapbot   but for me to rap like a computer it must be in my genes i got a laptop in my back pocket my pen'll go off when i halfcock it got a fat knot from that rap profit made a livin' and a killin' off it ever since bill clinton was still in office with monica lewinsky feelin' on his nutsack i'm an mc still as honest but as rude and as indecent as all hell syllables skillaholic kill 'em all with this flippity dippityhippity hiphop you don't really wanna get into a pissin' match with this rappity brat packin' a mac in the back of the ac' backpack rap crap yapyap yacketyyack and at the exact same time i attempt these lyrical acrobat stunts while i'm practicin' that i'll still be able to break a motherfuckin' table over the back of a couple of faggots and crack it in half only realized it was ironic i was signed to aftermath after the fact how could i not blow all i do is drop fbombs feel my wrath of attack rappers are havin' a rough time period here's a maxi pad it's actually disastrously bad for the wack while i'm masterfully constructing this masterpièce   'cause i'm beginnin' to feel like a rap god rap god all my people from the front to the back nod back nod now who thinks their arms are long enough to slap box slap box let me show you maintainin' this shit ain't that hard that hard everybody want the key and the secret to rap immortality like ι have got   well to be truthful the blueprint's simply rage and youthful exuberance everybody loves to root for a nuisance hit the earth like an asteroid did nothing but shoot for the moon since pew mcs get taken to school with this music 'cause i use it as a vehicle to bus the rhyme now i lead a new school full of students me i'm a product of rakim lakim shabazz pac nwa cube hey doc ren yella eazy thank you they got slim inspired enough to one day grow up blow up and be in a position to meet rundmc induct them into the motherfuckin' rock and roll hall of fame even though i'll walk in the church and burst in a ball of flames only hall of fame i'll be inducted in is the alcohol of fame on the wall of shame you fags think it's all a game 'til i walk a flock of flames off a plank and tell me what in the fuck are you thinkin' little gaylookin' boy so gay i can barely say it with a straight face lookin' boy haha you're witnessin' a massoccur like you're watching a church gathering take place lookin' boy oy vey that boy's gaythat's all they say lookin' boy you get a thumbs up pat on the back and a way to go from your label every day lookin' boy hey lookin' boy what you say lookin' boy i get a hell yeah from dre lookin' boy i'ma work for everything i have never asked nobody for shit get outta my face lookin' boy basically boy you're never gonna be capable of keepin' up with the same pace lookin' boy 'cause   i'm beginnin' to feel like a rap god rap god all my people from the front to the back nod back nod the way i'm racin' around the track call me nascar nascar dale earnhardt of the trailer park the white trash god kneel before general zod this planet's kryptonno asgard asgard   so you'll be thor and i'll be odin you rodent i'm omnipotent let off then i'm reloadin' immediately with these bombs i'm totin' and i should not be woken i'm the walkin' dead but i'm just a talkin' head a zombie floatin' but i got your mom deepthroatin' i'm out my ramen noodle we have nothin' in common poodle i'm a doberman pinch yourself in the arm and pay homage pupil it's me my honesty's brutal but it's honestly futile if i don't utilize what i do though for good at least once in a while so i wanna make sure somewhere in this chicken scratch i scribble and doodle enough rhymes to maybe try to help get some people through tough times but i gotta keep a few punchlines just in case 'cause even you unsigned rappers are hungry lookin' at me like it's lunchtime i know there was a time where once i was king of the underground but i still rap like i'm on my pharoahe monch grind so i crunch rhymes but sometimes when you combine appeal with the skin color of mine you get too big and here they come tryin' to censor you like that one line i said on i'm back from the mathers lp  when i tried to say i'll take seven kids from columbine put 'em all in a line add an ak47 a revolver and a 9 see if i get away with it now that i ain't as big as i was but i'm morphin' into an immortal comin' through the portal you're stuck in a time warp from 004 though and i don't know what the fuck that you rhyme for you're pointless as rapunzel with fuckin' cornrows you write normal fuck being normal and i just bought a new raygun from the future just to come and shoot ya like when fabolous made ray j mad 'cause fab said he looked like a fag at mayweather's pad singin' to a man while he played piano man oh man that was a 47 special on the cable channel so ray j went straight to the radio station the very next day hey fab i'ma kill you lyrics comin' at you at supersonic speed jj fad uh summalumma doomalumma you assumin' i'm a human what i gotta do to get it through to you i'm superhuman innovative and i'm made of rubber so that anything you say is ricochetin' off of me and it'll glue to you and i'm devastating more than ever demonstrating how to give a motherfuckin' audience a feeling like it's levitating never fading and i know the haters are forever waiting for the day that they can say i fell off they'll be celebrating 'cause i know the way to get 'em motivated i make elevating music you make elevator music oh he's too mainstream well that's what they do when they get jealous they confuse it it's not hiphop it's pop'cause i found a hella way to fuse it with rock shock rap with doc throw on lose yourself and make 'em lose it i don't know how to make songs like that i don't know what words to use let me know when it occurs to you while i'm rippin' any one of these verses that versus you it's curtains i'm inadvertently hurtin' you how many verses i gotta murder to prove that if you were half as nice your songs you could sacrifice virgins too ugh school flunky pill junkie but look at the accolades these skills brung me full of myself but still hungry i bully myself 'cause i make me do what i put my mind to and i'm a million leagues above you ill when i speak in tongues but it's still tongueincheek fuck you i'm drunk so satan take the fucking wheel i'ma sleep in the front seat bumpin' heavy d and the boyz still chunky but funky but in my head there's something i can feel tugging and struggling angels fight with devils and here's what they want from me they're askin' me to eliminate some of the women hate but if you take into consideration the bitter hatred i have then you may be a little patient and more sympathetic to the situation and understand the discrimination but fuck it life's handin' you lemons make lemonade then but if i can't batter the women how the fuck am i supposed to bake them a cake then don't mistake him for satan it's a fatal mistake if you think i need to be overseas and take a vacation to trip a broad and make her fall on her face and don't be a retardbe a king think not why be a king when you can be a god,detroit hip hop
