Unnamed: 0,Artist,Title,Album,Year_x,Date,Lyric,Number,Top Genre,Year_y,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Index
2.0,Coldplay,Fix You,X&Y,2005.0,2005-06-06,chris martin when you try your best but you don't succeed when you get what you want but not what you need when you feel so tired but you can't sleep stuck in reand the tears come streaming down your face when you lose something you can't replace when you love someone but it goes to waste could it be worse   chris chris  will lights will guide you home and ignite your bones and i will try to fix you   chris martin and high up above or down below when you're too in love to let it go but if you never try you'll never know just what you're worth   chris  will lights will guide you home and ignite your bones and i will try to fix you     breakdown chris jonny guy will tears stream down your face when you lose something you cannot replace tears stream down your face and i tears stream down your face i promise you i will learn from my mistakes tears stream down your face and i   chris martin lights will guide you home and ignite your bones and i will try to fix you,,permanent wave,2005,138,42,21,-9,11,12,296,16,3,81,21.0
3.0,Coldplay,Yellow,Parachutes,2000.0,2000-06-26,chris martin look at the stars look how they shine for you and everything you do yeah they were all yellow i came along i wrote a song for you and all the things you do and it was called yellow so then i took my turn oh what a thing to have done and it was all yellow    chris jonny  will aah your skin oh yeah your skin and bones ooh turn into something beautiful aah you know you know i love you so you know i love you so   chris martin i swam across i jumped across for you oh what a thing to do 'cause you were all yellow i drew a line i drew a line for you oh what a thing to do and it was all yellow    chris jonny  will aah your skin oh yeah your skin and bones ooh turn into something beautiful aah and you know for you i'd bleed myself dry for you i'd bleed myself dry   chris martin it's true look how they shine for you look how they shine for you look how they shine for look how they shine for you look how they shine for you look how they shine   chris martin look at the stars look how they shine for you and all the things that you do,,permanent wave,2000,173,66,43,-7,23,28,267,0,3,82,240.0
4.0,Coldplay,Hymn for the Weekend,A Head Full of Dreams,2016.0,2016-01-25,beyoncé and said drink from me drink from me ohahohah that we shoot across the sky symphony that we shoot across the sky pour on a drink from me drink from me ohahohah that we shoot across the sky symphony so high so high that we shoot across the sky   chris martin oh angel sent from up above you know you make my world light up when i was down when i was hurt you came to lift me up life is a drink and love's a drug oh now i think i must be miles up when i was a river dried up you came to rain a flood  pre chris martin with beyoncé you said drink from me drink from me when i was so thirsty poured on a symphony now i just can't get enough put your wings on me wings on me when i was so heavy poured on a symphony when i'm low low low low   chris martin i ohi ohi got me feeling drunk and high so high so high ohi ohi ohi now im feeling drunk and high so high so high woo woooooooowoo   chris martin with beyoncé oh angel sent from up above i feel you coursing through my blood life is a drink and your love's about to make the stars come out  pre chris martin with beyoncé put your wings on me wings on me when i was so heavy poured on a symphony when i'm low low low low   chris martin i ohi ohi got me feeling drunk and high so high so high ohi ohi ohi im feeling drunk and high so high so high   beyoncé with chris martin i ohi ohi la la la la la la la so high so high i ohi ohi now i'm feeling drunk and high so high so high   beyoncé  with chris martin that i shoot across the sky that i shoot across the that i shoot across the sky let me shoot across the let me shoot let me shoot across the sky let me shoot across the let me shoot across the sky that we shoot across the,,permanent wave,2015,90,74,49,-5,30,36,259,26,4,78,623.0
5.0,Coldplay,A Sky Full of Stars,Ghost Stories,2014.0,2014-05-02,'cause you're a sky 'cause you're a sky full of stars i'm gonna give you my heart 'cause you're a sky 'cause you're a sky full of stars 'cause you light up the path   i don't care go on and tear me apart i don't care if you do oohooh ooh 'cause in a sky 'cause in a sky full of stars i think i saw you oohoohooh oohoohooh   'cause you're a sky 'cause you're a sky full of stars i wanna die in your arms ohohoh ohoh 'cause you get lighter the more it gets dark i'm gonna give you my heart oh   i don't care go on and tear me apart i don't care if you do oohooh ooh 'cause in a sky 'cause in a sky full of stars i think i see you oohoohooh oohoohooh i think i see you oohoohooh oohoohooh   'cause you're a sky you're a sky full of stars such a heavenly view you're such a heavenly view yeah yeah yeah ooh,,permanent wave,2014,125,64,55,-7,22,15,268,1,3,78,563.0
6.0,Coldplay,Everglow,A Head Full of Dreams,2015.0,2015-11-26,oh they say people come say people go this particular diamond was extra special and though you might be gone and the world may not know still i see you celestial   like a lion you ran a goddess you rolled like an eagle you circled in perfect purple so how come things move on how come cars dont slow when it feels like the end of my world when i should but i cant let you go    but when im cold cold when im cold cold theres a light that you give me when im in shadow theres a feeling within me everglow   like brothers in blood sisters who ride and we swore on that night wed be friends 'til we die but the changing of winds and the way waters flow life is short as the falling of snow and now im gonna miss you i know    but when im cold cold in water rolled salt and i know that youre with me and the way you will show and youre with me wherever i go and you give me this feeling this everglow   oh what i wouldn't give for just a moment to hold because i live for this feeling this everglow   so if you love someone you should let them know oh the light that you left me will everglow,,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,617.0
7.0,Coldplay,Adventure of a Lifetime,A Head Full of Dreams,2015.0,2015-11-06,indecipherable   turn your magic on umi she'd say everything you want's a dream away and we are legends every day that's what she told him   turn your magic on to me she'd say everything you want's a dream away under this pressure under this weight we are diamonds   now i feel my heart beating i feel my heart beneath my skin and i feel my heart beating oh you make me feel like i'm alive again  post alive again oh you make me feel like i'm alive again   said i can't go on not in this way i'm a dream that died by light of day gonna hold up half the sky and say only i own me   now i feel my heart beating i feel my heart beneath my skin oh i can feel my heart beating 'cause you make me feel like i'm alive again  post alive again oh you make me feel like i'm alive again   turn your magic on umi she'd say everything you want's a dream away under this pressure under this weight we are diamonds taking shape we are diamonds taking shape woo woo  refrain if we've only got this life this adventure oh then i and if we've only got this life you'll get me through and if we've only got this life in this adventure oh then i want to share it with you with you with you yeah i do   woohoo woohoo woohoo woohoo woohoo woohoo woohoo woohoo woohoo woohoo woohoo woohoo,,permanent wave,2015,112,92,64,-4,15,53,264,0,4,74,624.0
9.0,Coldplay,Paradise,Mylo Xyloto,2011.0,2011-09-12,oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh when she was just a girl she expected the world but it flew away from her reach so she ran away in her sleep   and dreamed of paraparaparadise paraparaparadise paraparaparadise every time she closed her eyes   oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh when she was just a girl she expected the world but it flew away from her reach and the bullets catch in her teeth life goes on it gets so heavy the wheel breaks the butterfly every tear a waterfall in the night the stormy night she'd close her eyes in the night the stormy night away she'd fly   and dream of paraparaparadise paraparaparadise paraparaparadise oh ohoh ohoh ohohoh she'd dream of paraparaparadise paraparaparadise paraparaparadise oh ohoh ohoh ohohoh   la lala lalala la lala lalala la lala lalala lala so lying underneath those stormy skies she said oh ohohohoh i know the sun must set to rise   this could be paraparaparadise paraparaparadise this could be paraparaparadise oh ohoh ohoh ohohoh this could be paraparaparadise paraparaparadise this could be paraparaparadise oh ohoh ohoh ohohoh   break   this could be paraparaparadise this could be paraparaparadise this could be paraparaparadise ohohohohoh ohohoh   oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh oohoohooh,,permanent wave,2011,140,59,45,-7,8,20,279,5,3,78,439.0
10.0,Coldplay,Magic,Ghost Stories,2014.0,2014-03-03,call it magic call it true i call it magic when i'm with you and i just got broken broken into two still i call it magic when i'm next to you   and i don't and i don't and i don't and i don't no i don't it's true i don't no i don't no i don't no i don't want anybody else but you i don't no i don't no i don't no i don't no i don't it's true i don't no i don't no i don't no i don't want anybody else but you oooh ooh oohooh   call it magic cut me into two and with all your magic i disappear from view and i can't get over can't get over you still i call it magic such a precious jewel   and i don't and i don't and i don't and i don't no i don't it's true i don't no i don't no i don't no i don't want anybody else but you i don't no i don't no i don't no i don't no i don't it's true i don't no i don't no i don't no i don't want anybody else but you   wanna fall fall so far i wanna fall fall so hard and i call it magic and i call it true i call it ma mamamagic oooh ooh oohooh oooh ooh oohooh oooh ooh oohooh oooh ooh oohooh   and if you were to ask me after all that we've been through still believe in magic oh yes i do oh yes i do oh yes i do oh yes i do of course i do,,permanent wave,2014,93,48,74,-9,11,36,285,3,4,73,577.0
11.0,Coldplay,Clocks,A Rush of Blood to the Head,2002.0,2002-08-26,the lights go out and i can't be saved tides that i tried to swim against have brought me down upon my knees oh i beg i beg and plead singin' come out of things unsaid shoot an apple off my head and a trouble that can't be named a tiger's waiting to be tamed singin'   you are you are   confusion never stops closing walls and tickin' clocks gonna come back and take you home i could not stop that you now know singin' come out upon my seas cursed missed opportunities am i a part of the cure or am i part of the disease singin'   you are you are you are you are you are you are   and nothing else compares oh nothing else compares and nothing else compares   you are you are   home home where i wanted to go home home where i wanted to go home you are home where i wanted to go home you are home where i wanted to go,,permanent wave,2002,131,75,58,-7,18,26,308,60,3,76,392.0
15.0,Coldplay,Up&Up,A Head Full of Dreams,2015.0,2015-12-04,chris martin fixing up a car driving it again searching for the water hoping for the rain up and up up and up down upon the canvas working meal to meal waiting for a chance to pick your orange field up and up up and up see a pearl form a diamond in the rough see a bird soaring high above the flood it's in your blood it's in your blood underneath the storm an umbrella is saying sitting with the poison takes away the pain up and up up and up it's saying   chris martin were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go up and up and up   chris martin lying in the gutter aiming for the moon trying to empty out the ocean with a spoon up and up up and up how come people suffer how come people part how come people struggle how come people break your heart break your heart yes i wanna grow yes i want to feel yes i wanna know show me how to heal it up heal it up see the forest there in every seed angels in the marble waiting to be freed just need love just need love when the going is rough saying   chris martin were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go   chris martin and you can say what is or fight for it close your mind or take a risk you can say its mine and clench your fist or see each sunrise as a gift     jonny buckland   chris martin were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go up and up and were gonna get it get it together right now gonna get it get it together somehow gonna get it get it together and flower ohohohohohoh were gonna get it get it together i know gonna get it get it together and flow gonna get it get it together and go up and up and up     noel gallagher  interlude chris martin ohohoh ohoh whoa oh ohohoh ohoh whoa oh   chris martin fixing up a car to drive in it again when youre in pain when you think youve had enough dont ever give up don't ever give up  coda annabelle wallis believe in love,,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,643.0
16.0,Coldplay,Trouble,Parachutes,2000.0,2000-07-10,oh no i see a spider web is tangled up with me and i lost my head and thought of all the stupid things i'd said   oh no what's this a spider web and i'm caught in the middle so i turned to run and thought of all the stupid things i'd done   and i i never meant to cause you trouble and i i never meant to do you wrong and i well if i ever caused you trouble and oh no i never meant to do you harm   oh no i see a spider web and it's me in the middle so i twist and turn but here am i in my little bubble   singing that i never meant to cause you trouble i never meant to do you wrong and i well if i ever caused you trouble oh no i never meant to do you harm   they spun a web for me they spun a web for me they spun a web for me,,permanent wave,2000,140,55,56,-7,17,19,273,19,3,71,377.0
22.0,Coldplay,Violet Hill,Viva La Vida or Death and All His Friends,2008.0,2008-05-09,it was a long and dark december from the rooftops i remember there was snow white snow clearly i remember from the windows they were watching while we froze down below when the future's architectured by a carnival of idiots on show you'd better lie low if you love me won't you let me know   was a long and dark december when the banks became cathedrals and a fox became god priests clutched onto bibles hollowed out to fit their rifles and a cross was held aloft bury me in armor when i'm dead and hit the ground my nerves are poles that unfroze and if you love me won't you let me know   i don't want to be a soldier who the captain of some sinking ship would stow far below so if you love me why'd you let me go   i took my love down to violet hill there we sat in snow all that time she was silent still so if you love me won't you let me know if you love me won't you let me know,,permanent wave,2008,76,58,35,-8,12,11,223,6,4,61,324.0
23.0,Coldplay,In My Place,A Rush of Blood to the Head,2002.0,2002-08-05,in my place in my place were lines that i couldn't change i was lost oh yeah i was lost i was lost crossed lines i shouldn't have crossed i was lost oh yeah  hook yeah how long must you wait for it yeah how long must you pay for it yeah how long must you wait for it for it   i was scared i was scared tired and underprepared but i wait for it and if you go if you go and leave me down here on my own then i'll wait for you yeah  hook yeah how long must you wait for it yeah how long must you pay for it yeah how long must you wait for it for it   sing it please please please come back come sing to me to me me come on and sing it out now now come on and sing it out to me me come back come sing it   in my place in my place were lines that i couldn't change i was lost oh yeah oh yeah,,permanent wave,2002,145,59,43,-5,30,19,227,6,3,70,262.0
34.0,Coldplay,Green Eyes,A Rush of Blood to the Head,2002.0,2002-08-26,honey you are a rock upon which i stand and i come here to talk i hope you understand  that green eyes yeah the spotlight shines upon you and how could anybody deny you   i came here with a load and it feels so much lighter now i've met you and honey you should know that i could never go on without you green eyes   honey you are the sea upon which i float and i came here to talk i think you should know  that green eyes you're the one that i wanted to find and anyone who tried to deny you must be out of their minds   because i came here with a load and it feels so much lighter since i've met you and honey you should know that i could never go on without you green eyes green eyes   honey you are a rock upon which i stand,,permanent wave,2002,130,41,61,-9,23,23,223,54,3,63,201.0
36.0,Coldplay,Every Teardrop Is a Waterfall,iTunes Festival: London 2011,2011.0,2011-06-03,i turn the music up i got my records on i shut the world outside until the lights come on maybe the streets alight maybe the trees are gone i feel my heart start beating to my favorite song and all the kids they dance all the kids all night until monday morning feels another life i turn the music up i'm on a roll this time and heaven is in sight   i turn the music up i got my records on from underneath the rubble sing a rebel song don't want to see another generation drop i'd rather be a comma than a full stop maybe i'm in the black maybe i'm on my knees maybe i'm in the gap between the two trapezes but my heart is beating and my pulses start cathedrals in my heart  pre as we saw oh this light i swear you emerge blinking into to tell me it's alright as we soar walls every siren is a symphony   and every tear's a waterfall is a waterfall oh is a waterfall ohohoh is a is a waterfall every tear is a waterfall ohohoh   so you can hurt hurt me bad but still i'll raise the flag   oh it was a wawawawawaterfall a wawawawawaterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall every tear every tear every teardrop is a waterfall,,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,457.0
37.0,Coldplay,Charlie Brown,Mylo Xyloto,2011.0,2011-10-19,oooo wooo   stole a key took a car downtown where the lost boys meet took a car downtown and took what they offered me to set me free i saw the lights go down at the end of the scene saw the lights go down and standing in front of me  hook oooooooooo   in my scarecrow dreams when they smash my heart into smithereens be a bright red rose come bursting through concrete be a cartoon heart light a fire a fire a spark light a fire a flame in my heart well run wild well be glowing in the dark  hook oooooooooo well be glowing in the dark awooawooooo   all the boys all the girls all that matters in the world all the boys all the girls all the madness that occurs all the highs all the lows as the room aspinning goes well run riot well be glowing in the dark  hook oooooooooo   so well soar luminous and wired well be glowing in the dark,,permanent wave,2011,138,74,43,-7,33,9,285,2,4,67,478.0
39.0,Coldplay,Speed of Sound,X&Y,2005.0,2005-04-18,how long before i get in before it starts before i begin how long before you decide before i know what it feels like where to where do i go if you never try then you'll never know how long do i have to climb up on the side of this mountain of mine   look up i look up at night planets are moving at the speed of light climb up up in the trees every chance that you get is a chance you seize how long am i gonna stand with my head stuck under the sand i'll start before i can stop before i see things the right way up  hook all that noise and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand   ideas that you'll never find all the inventors could never design the buildings that you put up japan and china all lit up the sign that i couldn't read or a light that i couldn't see some things you have to believe but others are puzzles puzzling me  hook all that noise and all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand  ah when you see it then you'll understand   all those signs i knew what they meant some things you can invent some get made and some get sent  hook birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand ah when you see it then you'll understand,,permanent wave,2005,123,90,52,-7,7,36,288,0,6,69,17.0
41.0,Coldplay,A Head Full of Dreams,A Head Full of Dreams,2016.0,2016-08-19,ambience  oh i think i landed in a world i hadn't seen when i'm feeling ordinary when i don't know what i mean oh i think i landed where there are miracles at work for the thirst and for the hunger come the conference of birds   saying it's true it's not what it seems leave your broken windows open and in the light just streams and you get a head a head full of dreams you can see the change you wanted be what you want to be and you get a head a head full of dreams into life ive just been spoken with a head full a head full of dreams   oh i think i landed where there are miracles at work when you got me openhanded when you got me lost for words i sing ohohoh   a head full of dreams a head full of dreams into life ive just been woken with a head full a head full of dreams,,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,635.0
42.0,Coldplay,Christmas Lights,Live From Spotify London,2010.0,2010-12-01,christmas night another fight tears we cried a flood got all kinds of poison in of poison in my blood i took my feet to oxford street tryna right a wrong just walk away those windows say but i can't believe she's gone  refrain when you're still waiting for the snow to fall doesn't really feel like christmas at all   up above candles on air flicker oh they flicker and they float but i'm up here holding on to all those chandeliers of hope like some drunken elvis singing i go singing out of tune saying how i always loved you darling and i always will  refrain oh when you're still waiting for the snow to fall doesn't really feel like christmas at all still waiting for the snow to fall it doesn't really feel like christmas at all    those christmas lights light up the street down where the sea and city meet may all your troubles soon be gone oh christmas lights keep shining on    those christmas lights light up the street maybe they'll bring her back to me then all my troubles will be gone oh christmas lights keep shining on   ohohohoh ohohohoh    oh christmas lights light up the street light up the fireworks in me may all your troubles soon be gone those christmas lights keep shining on,,permanent wave,2010,131,42,31,-9,8,24,242,13,3,84,418.0
44.0,Coldplay,Amsterdam,A Rush of Blood to the Head,2002.0,2002-08-26,come on oh my star is fading and i swerve out of control if i if i'd only waited i'd not be stuck here in this hole   come here oh my star is fading and i swerve out of control and i swear i waited and waited i've got to get out of this hole   but time is on your side it's on your side now not pushing you down and all around it's no cause for concern   come on oh my star is fading and i see no chance of release and i know i'm dead on the surface but i am screaming underneath   and time is on your side it's on your side now not pushing you down and all around it's no cause for concern   stuck on the end of this ball and chain and i'm on my way back down again stood on a  tied to a noose sick to the stomach you can say what you mean but it won't change a thing i'm sick of the secrets stood on the edge tied to a noose and you came along and you cut me loose you came along and you cut me loose you came along and you cut me loose,,permanent wave,2002,73,18,26,-10,12,11,319,84,3,57,254.0
46.0,Coldplay,Lost!,Viva La Vida or Death and All His Friends,2008.0,2008-06-12,just because i'm losing doesn't mean i'm lost doesn't mean i'll stop doesn't mean i'm across just because i'm hurting doesn't mean i'm hurt doesn't mean i didn't get what i deserved no better and no worse   i just got lost every river that i tried to cross every door i ever tried was locked oh and i'm just waiting till the shine wears off   you might be a big fish in a little pond doesn't mean you've won cause along may come a bigger one   and you'll be lost every river that you tried to cross every gun you ever held went off oh and i'm just waiting till the firing stopped oh and i'm just waiting till the shine wears off   oh and i'm just waiting till the shine wears off oh and i'm just waiting till the shine wears off oh and i'm just waiting till the shine wears off oh and i'm just waiting till the shine wears off,,permanent wave,2008,87,78,36,-8,38,58,236,1,4,53,329.0
50.0,Coldplay,Talk,X&Y,2005.0,2005-06-06,oh brother i can't i can't get through i've been trying hard to reach you cause i don't know what to do oh brother i can't believe it's true i'm so scared about the future and i wanna talk to you oh i wanna talk to you   you could take a picture of something you see in the future where will i be you could climb a ladder up to the sun or write a song nobody had sung or do something that's never been done   are you lost or incomplete do you feel like a puzzle you can't find your missing piece tell me how you feel well i feel like they're talking in a language i don't speak and they're talking it to me   so you take a picture of something you see in the future where will i be you could climb a ladder up to the sun or write a song nobody had sung or do something that's never been done do something that's never been done   so you don't know where you're going and you wanna talk and you feel like you're going where you've been before you'll tell anyone who'll listen but you feel ignored nothing's really making any sense at all let's talk let's talk let's talk let's talk,,permanent wave,2005,120,56,41,-11,16,16,311,1,3,63,137.0
53.0,Coldplay,Politik,A Rush of Blood to the Head,2002.0,2002-08-26,look at earth from outer space everyone must find their place give me time and give me space give me real don't give me fake give me strength reserve control give me heart and give me soul give me time give us a kiss tell me your own politik   open up your eyes open up your eyes open up your eyes open up your eyes   give me one 'cause one is best and in confusion confidence give me peace of mind and trust and don't forget the rest of us give me strength reserve control give me heart and give me soul wounds that heal and cracks that fix tell me your own politik   open up your eyes open up your eyes open up your eyes open up your eyes  post just open up your eyes   and give me love over love over love over this and give me love over love over love over this,,permanent wave,2002,171,48,26,-8,11,7,319,4,3,62,351.0
83.0,Coldplay,Life in Technicolor ii,Prospekt’s March [EP],2009.0,2009-02-02,there's a wild wind blowing down the corner of my street every night there the headlights are glowing there's a cold war coming on the radio i heard baby it's a violent world   love don't let me go won't you take me where the street lights glow i can hear it coming i can hear the siren sound now my feet won't touch the ground   time came acreeping and time's a loaded gun every road is a ray of light it goes on time only can lead you on still it's such a beautiful night   love don't let me go won't you take me where the street lights glow i can hear it coming like a serenade of sound now my feet won't touch the ground   gravity release me and don't ever hold me down now my feet won't touch the ground,,permanent wave,2008,131,91,47,-7,25,29,245,0,4,47,371.0
8.0,Rihanna,Diamonds,Unapologetic,2012.0,2012-09-27,shine bright like a diamond shine bright like a diamond   find light in the beautiful sea i choose to be happy you and i you and i we're like diamonds in the sky you're a shooting star i see a vision of ecstasy when you hold me i'm alive we're like diamonds in the sky  pre i knew that we'd become one right away oh right away at first sight i felt the energy of sun rays i saw the life inside your eyes   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky  post shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky   palms rise to the unias we moonshine and molly feel the warmth we'll never die we're like diamonds in the sky you're a shooting star i see a vision of ecstasy when you hold me i'm alive we're like diamonds in the sky  pre at first sight i felt the energy of sun rays i saw the life inside your eyes   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky  post shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky   shine bright like a diamond shine bright like a diamond shine bright like a diamond   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky   shine bright like a diamond woah shine bright like a diamond woah shine bright like a diamond ohoh yeah shine bright like a diamond woah shine bright like a diamond woah shine bright like a diamond shine bright like a diamond,,barbadian pop,2012,92,71,56,-5,11,39,225,0,5,67,517.0
10.0,Rihanna,Umbrella,Good Girl Gone Bad,2007.0,2007-03-29,jayz uhhuh uhhuh yeah rihanna uhhuh uhhuh good girl gone bad uhhuh uhhuh take three action uhhuh uhhuh hov   jayz no clouds in my stones let it rain i hydroplane in the bank coming down with the dow jones when the clouds come we gone we rocafella we fly higher than weather in g5's or better you know me you know me in anticipation for precipitation stack chips for the rainy day jayrain man is back with little miss sunshine rihanna where you at   rihanna you have my heart and we'll never be worlds apart maybe in magazines but you'll still be my star baby cause in the dark you can't see shiny cars and that's when you need me there with you i'll always share because   rihanna when the sun shine we shine together told you i'll be here forever said i'll always be your friend took an oath i'ma stick it out to the end now that it's raining more than ever know that we'll still have each other you can stand under my umbrella you can stand under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh eh eheh   rihanna these fancy things will never come in between you're part of my entity here for infinity when the war has took its part when the world has dealt its cards if the hand is hard together we'll mend your heart because   rihanna when the sun shine we shine together told you i'll be here forever said i'll always be your friend took an oath i'ma stick it out to the end now that it's raining more than ever know that we'll still have each other you can stand under my umbrella you can stand under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh eh eheh   rihanna you can run into my arms it's okay don't be alarmed come into me there's no distance in between our love so gon' and let the rain pour i'll be all you need and more because   rihanna when the sun shine we shine together told you i'll be here forever said i'll always be your friend took an oath i'ma stick it out to the end now that it's raining more than ever know that we'll still have each other you can stand under my umbrella you can stand under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh eh eheh   rihanna it's rainin' rainin' ooh baby it's rainin' rainin' baby come here to me come into me it's rainin' rainin' ooh baby it's rainin' rainin' you can always come into me come into me it's pourin' rain it's pourin' rain come here to me come into me it's pourin' rain it's pourin' rain,5.0,barbadian pop,2008,174,83,58,-5,4,57,276,1,13,80,
20.0,Rihanna,Man Down,Loud,2010.0,2010-11-12,sak pasé   i didn't mean to end his life i know it wasn't right i can't even sleep at night can't get it off my mind i need to get out of sight 'fore i end up behind bars what started out as a simple altercation turned into a real sticky situation me just thinking on the time that i'm facing makes me wanna cry  pre 'cause i didn't mean to hurt him coulda been somebody's son and i took his heart when i pulled out that gun rumpumpumpum rumpumpumpum rumpumpumpum man down rumpumpumpum rumpumpumpum rumpumpumpum man down   oh mama mama mama i just shot a man down in central station in front of a big ol' crowd oh why oh why oh mama mama mama i just shot a man down in central station   it's a twentytwo i call her peggy sue when she fits right down in my shoes what you expect me to do if you're playing me for a fool i will lose my cool and reach for my firearm i didn't mean to lay him down but it's too late to turn back now don't know what i was thinking now he's no longer living so i'm 'bout to leave town ayyuh  pre 'cause i didn't mean to hurt him coulda been somebody's son and i took his heart when i pulled out that gun rumpumpumpum rumpumpumpum rumpumpumpum man down rumpumpumpum rumpumpumpum rumpumpumpum man down   oh mama mama mama i just shot a man down in central station in front of a big ol' crowd oh why oh why oh mama mama mama i just shot a man down would you hear me now in central station   look i'd never thought i'd do it never thought i'd do it never thought i'd do it oh gosh whatever happened to me ever happened to me ever happened to me why did i pull the trigger pull the trigger pull the trigger boom and end a nigga end a nigga life so soon when mi pull the trigger pull the trigger pull it pon' you somebody tell me what i'm gonna what i'm gonna do eh rumpumpumpum rumpumpumpum rumpumpumpum mi say wah man down a weh mi say rumpumpumpum rumpumpumpum rumpumpumpum when mi went downtown 'cause now i am criminal criminal criminal oh lord oh mercy now i am a criminal man down tell the judge please gimme minimal run outta town none a dem can see mi now see mi now   oh mama mama mama i just shot a man down in central station in front of a big ol' crowd oh why oh why oh mama mama mama i just shot a man down in central station,,barbadian pop,2010,156,91,48,-4,5,54,267,4,19,59,425.0
54.0,Rihanna,Pon de Replay,Music of the Sun (UK Edition)  ,2005.0,2005-05-24,come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up   it goes one by one even two by two everybody on the floor let me show you how we do let's go dip it low then you bring it up slow wind it up one time wind it back once more  pre come run run run run everybody move run lemme see you move and rock it 'til the groove done shake it 'til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well i'm ready for ya come let me show ya you want to groove i'mma show you how to move come   come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up  post hey mister please mr dj tell me if you hear me turn the music up hey mister hey mister please mr dj tell me if you hear me turn the music up   it goes one by one even two by two everybody in the club gon' be rockin' when i'm through let the bass from the speakers run through ya sneakers move both ya feet and run to the beat  pre come run run run run everybody move run lemme see you move and rock it 'til the groove done shake it 'til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well i'm ready for ya come let me show ya you want to groove i'mma show you how to move   come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up  post hey mister hey mister please mr dj tell me if you hear me turn the music up turn the music up right now hey mister oh mister please mr dj tell me if you hear me turn the music up turn the music up right now   okay everybody get down if you feel me put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling everybody get down if you feel me put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling   come mr dj song pon de replay come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what all the gyal pon the dancefloor come mr dj won't you turn the music up come mr dj song pon de replay hey mr dj boy hey mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up,44.0,barbadian pop,2005,99,64,78,-8,10,50,247,0,16,73,
